name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Creamy Spinach & Tomato Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]","[balanced, high-fiber]","['cream', 'garlic', 'oil', 'onion', 'pepper', 'salt']","[salty, sour]",1475.311448018008,vegetable,regional,main_course,high,['autumn']
Chili Chorizo Cornbread,31.5,"[red wine, herbal tea]","[fork, knife]",hot,"[kidney-friendly, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[],"['cream', 'egg', 'oil', 'sugar']","[fatty, salty]",3627.456311991021,poultry,fusion,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Avocado coconut ice cream,10.5,"[sparkling water, white wine]",[],warm,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, no oil added, kosher]",[low-sodium],"['salt', 'sugar']",[fatty],1931.093588872828,meat,classic,dessert,low,['winter']
Autumn Lamb and Vegetable Stew,14.0,"[red wine, white wine]","[fork, knife]",hot,"[mediterranean, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[high-fiber],"['flour', 'garlic', 'lemon', 'pepper', 'salt', 'water']","[salty, umami, fatty]",2635.986192014055,meat,fusion,main_course,high,['summer']
French Onion Soup Crostini,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'oil', 'pepper', 'salt']","[salty, fatty]",2431.7338725000004,vegetable,sibarita,starter,medium,['autumn']
Cowboy Spaghetti,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[high-fiber],"['garlic', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",4841.766784896049,soup,classic,main_course,medium,['winter']
Mad Dog Salad,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['lemon', 'pepper', 'salt']","[fatty, salty]",3622.3839117477114,pasta,sibarita,main_course,low,['spring']
Jeng Ban Gook Su,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, dairy-free, peanut-free, tree-nut-free, pork-free, red-meat-free, celery-free, mustard-free, lupine-free, mollusk-free]",[low-fat],"['carrots', 'garlic', 'sugar', 'water']","[umami, salty]",4895.463007248273,rice,regional,main_course,high,['winter']
"Steaks with Rosemary, Garlic, and Olive Oil",14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[low-carb],"['garlic', 'lemon', 'oil', 'pepper', 'salt']","[salty, umami, fatty]",3659.826546000151,fish,sibarita,main_course,high,['autumn']
One Pot Chicken Cabbage Bowl with Sesame Ginger Broth,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, keto-friendly, dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher, immuno-supportive]","[low-carb, low-sodium]","['oil', 'onion', 'pepper', 'salt']",[neutral],42.00109218114422,egg,classical,starter,medium,['winter']
Velvet Apricot Oatmeal Smoothie,7.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, dairy-free, egg-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-sodium],"['honey', 'water']",[fatty],492.5704166603119,fruit,fusion,dessert,low,['spring']
Cherry Cream Pie,35.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],['butter'],"[fatty, salty]",3942.792717387501,snack,classic,dessert,high,['winter']
Caramel Pecan Cheesecake Pie,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'egg', 'sugar', 'vanilla']","[fatty, salty]",3533.9485000000004,snack,sibarita,dessert,low,"['spring', 'summer']"
Cheddar Ham Chowder,24.5,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'carrots', 'celery', 'garlic', 'milk', 'onion', 'pepper', 'water']","[salty, fatty, sweet]",3067.53408295625,snack,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Risi e Bisi (Rice and Peas),14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[balanced],"['butter', 'cheese', 'garlic', 'oil', 'onion']","[fatty, salty]",2409.9875685875004,snack,fusion,main_course,medium,['winter']
Grilled Red Potato Packets with Pesto Ranch Sauce,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'oil', 'pepper', 'salt']","[salty, fatty]",2242.152886509075,snack,classic,main_course,medium,['summer']
Grilled Salmon Filet With Strawberry Salsa #FilipinoFoodsPhilippines,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, paleo, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['lemon', 'pepper', 'salt']","[salty, sour, umami]",3827.117009,snack,fusion,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Sea Salted Carrot Fries,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[keto-friendly, vegan, vegetarian, pescatarian, paleo, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[],"['carrots', 'oil']",[salty],202.14,snack,classical,starter,medium,['winter']
Tuna Noodle Bake,21.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'cheese', 'cream', 'milk', 'pepper', 'salt']","[salty, fatty]",2592.6976261687496,snack,regional,main_course,low,['autumn']
At Penzeys Spices Peach Cobbler,28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']",[sweet],1981.7624999995192,snack,sibarita,dessert,medium,['winter']
Low-Fat Grand Marnier Ice Cream,21.0,"[red wine, herbal tea]",[],warm,"[gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, no oil added]",[low-sodium],"['milk', 'sugar', 'vanilla']",[bitter],1471.4719999979875,legume,fusion,dessert,low,['spring']
Brazilian Pork and Bean Stew (Feijoada Brasileira),28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['garlic', 'oil', 'pepper', 'salt']","[salty, sour, umami]",7104.73133176525,vegetable,sibarita,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Cinnamon Flax Pancakes,21.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cinnamon', 'egg', 'leavening', 'oil', 'vanilla']","[salty, fatty]",1414.6645584,fish,classic,dessert,low,['winter']
Homemade Pear Fruit Rollups,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[high-fiber, low-fat, low-sodium]","['cinnamon', 'lemon', 'salt', 'sugar', 'water']",[sweet],525.6855000001135,poultry,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
and Huevos Rancheros With Tomato-Chili Salsa,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['egg', 'garlic', 'pepper', 'salt']","[salty, fatty]",2630.7737092463867,egg,sibarita,main_course,low,"['spring', 'summer']"
Meyer Lemon Ricotta Pancakes with Blackberry Compote,7.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, high-fiber]","['butter', 'egg', 'lemon', 'salt', 'sugar', 'water']","[sour, fatty]",1213.224866760752,fruit,modern,dessert,medium,['summer']
Twice-Baked Potatoes,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, immuno-supportive]",[],"['butter', 'oil', 'onion', 'pepper', 'salt']","[salty, sour, fatty]",2219.9997334,snack,regional,main_course,high,['autumn']
Ginger Soy Sesame Fish in a Pouch,7.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-protein, low-carb]","['pepper', 'salt']","[umami, salty]",947.475667777778,snack,fusion,main_course,medium,['winter']
Cauliflower Chorizo Casserole with Mixed Beans,17.5,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['garlic', 'oil']","[salty, sour, umami]",4207.847984282001,snack,classic,main_course,high,['winter']
Mini Sachertorte,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'egg', 'flour', 'sugar']",[fatty],4093.87803802232,snack,fusion,dessert,low,['summer']
Grilled Salmon w/ Nectarine- Onion Relish,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[low-carb],"['garlic', 'pepper', 'salt', 'sugar']","[salty, sour]",1782.4124912189593,snack,sibarita,main_course,medium,"['summer', 'winter']"
Watermelon Fruit Bowl,70.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[low-fat, low-sodium]",['water'],"[sweet, sour]",3035.725546854167,snack,classical,dessert,low,['winter']
Tandoori Fish Tikka,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[],"['lemon', 'pepper', 'salt']",[salty],362.0060000000001,snack,sibarita,main_course,high,['winter']
Italian Stuffed Shells Freezer Meal,161.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cheese', 'egg']","[sweet, salty, umami]",16336.338289744,snack,fusion,main_course,medium,['winter']
Better-Than-Fruitcake Cookies,126.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'sugar']","[sweet, fatty]",2551.356,snack,sibarita,dessert,low,['winter']
Snickerdoodle Biscotti,84.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla', 'water']","[sweet, fatty, salty]",3199.75,snack,classical,dessert,medium,['winter']
Dairy-Free Chocolate Mousse,14.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-sodium],"['egg', 'water']",[fatty],1692.39999999087,snack,sibarita,dessert,high,['winter']
Lighter Red Velvet Cake,56.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'egg', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4080.8271475000006,snack,fusion,dessert,low,['winter']
